Reporting_Period,Holder_Sector,Instrument_Type,Issuer_Region,Issuer_Sector,Nominal_Currency,Original_Maturity,Holding_Amount
2019-09,CI,MMF Shares,Other Euro Area,MMF,Non-Euro,N/A,77.00
2019-09,HH,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,17.00
2019-09,MMF,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,32.00
2019-09,CI,Debt Securities,Ireland,NFC,Euro,Long-Term,49.00
2019-09,IF,Debt Securities,Ireland,GOV,Euro,Long-Term,596.00
2019-09,IF,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,31127.00
2019-09,PF,Listed Shares,United States,OFI,Non-Euro,N/A,151.00
2019-09,OFI,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,239.00
2019-09,CI,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,1851.00
2019-09,PF,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,270.00
2019-09,PF,Debt Securities,Ireland,CI,Euro,Long-Term,318.00
2019-09,IF,Debt Securities,United States,NFC,Euro,Short-Term,977.00
2019-09,PF,Listed Shares,Rest of World,CI,Euro,N/A,59.00
2019-09,PF,Debt Securities,United States,OFI,Euro,Long-Term,61.00
2019-09,IC,Debt Securities,Other Euro Area,CI,Euro,Long-Term,5289.00
2019-09,IC,Listed Shares,Other Euro Area,CI,Euro,N/A,639.00
2019-09,IC,IF Shares,United Kingdom,IF,Euro,N/A,4155.00
2019-09,IF,Debt Securities,Ireland,GOV,Euro,Short-Term,10.00
2019-09,MMF,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,267.00
2019-09,IF,Debt Securities,United States,CI,Non-Euro,Short-Term,747.00
2019-09,HH,Debt Securities,Ireland,OFI,Euro,Long-Term,33.00
2019-09,MMF,Debt Securities,United Kingdom,OFI,Euro,Long-Term,44.00
2019-09,IF,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,11139.00
2019-09,PF,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,43.00
2019-09,OFI,IF Shares,Ireland,IF,Non-Euro,N/A,281.00
2019-09,NFC,Listed Shares,Other Euro Area,NFC,Euro,N/A,26.00
2019-09,NFC,IF Shares,Ireland,IF,Euro,N/A,117.00
2019-09,OFI,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,500.00
2019-09,IF,Debt Securities,United States,NFC,Non-Euro,Short-Term,53.00
2019-09,PF,Debt Securities,United States,NFC,Euro,Long-Term,106.00
2019-09,MMF,Debt Securities,United States,CI,Non-Euro,Short-Term,6142.00
2019-09,HH,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,785.00
2019-09,MMF,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,2844.00
2019-09,IC,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,1204.00
2019-09,HH,Listed Shares,Rest of World,NFC,Non-Euro,N/A,366.00
2019-09,MMF,Debt Securities,United States,NFC,Euro,Short-Term,5192.00
2019-09,IF,Debt Securities,Rest of World,OFI,Euro,Long-Term,5160.00
2019-09,MMF,Debt Securities,United States,NFC,Non-Euro,Long-Term,3034.00
2019-09,MMF,Debt Securities,Ireland,OFI,Euro,Long-Term,38.00
2019-09,HH,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,11.00
2019-09,FVC,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,49673.00
2019-09,IC,IF Shares,Rest of World,IF,Non-Euro,N/A,1901.00
2019-09,IF,Debt Securities,United Kingdom,OFI,Euro,Short-Term,237.00
2019-09,OFI,Debt Securities,United States,GOV,Non-Euro,Short-Term,61.00
2019-09,OFI,Listed Shares,Rest of World,CI,Non-Euro,N/A,38.00
2019-09,IF,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,120.00
2019-09,IC,Debt Securities,United Kingdom,NFC,Euro,Long-Term,575.00
2019-09,IF,Listed Shares,Rest of World,CI,Non-Euro,N/A,28877.00
2019-09,HH,IF Shares,United States,IF,Euro,N/A,24.00
2019-09,IC,Listed Shares,United States,CI,Non-Euro,N/A,578.00
2019-09,PF,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,41.00
2019-09,NFC,IF Shares,Other Euro Area,IF,Euro,N/A,26.00
2019-09,IC,Listed Shares,Ireland,NFC,Euro,N/A,824.00
2019-09,IF,Debt Securities,United Kingdom,CI,Non-Euro,Short-Term,1751.00
2019-09,MMF,Debt Securities,United Kingdom,CI,Euro,Short-Term,17540.00
2019-09,PF,Listed Shares,Other Euro Area,CI,Euro,N/A,16.00
2019-09,HH,Listed Shares,Ireland,CI,Euro,N/A,20.00
2019-09,CI,Debt Securities,Rest of World,CI,Euro,Short-Term,87.00
2019-09,IF,Listed Shares,United Kingdom,CI,Euro,N/A,43.00
2019-09,IC,Debt Securities,United States,GOV,Non-Euro,Short-Term,211.00
2019-09,FVC,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,30.00
2019-09,FVC,Debt Securities,United States,NFC,Euro,Long-Term,14679.00
2019-09,CI,Listed Shares,Other Euro Area,CI,Euro,N/A,86.00
2019-09,IC,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,1761.00
2019-09,IC,Listed Shares,Other Euro Area,NFC,Euro,N/A,6098.00
2019-09,PF,Listed Shares,Rest of World,CI,Non-Euro,N/A,55.00
2019-09,IC,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,2307.00
2019-09,CI,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,610.00
2019-09,OFI,Debt Securities,United States,CI,Euro,Long-Term,31.00
2019-09,IF,Debt Securities,United States,CI,Non-Euro,Long-Term,13864.00
2019-09,IC,Debt Securities,Ireland,OFI,Euro,Long-Term,615.00
2019-09,HH,Debt Securities,Ireland,CI,Euro,Long-Term,36.00
2019-09,CI,Debt Securities,Ireland,CI,Euro,Long-Term,12903.00
2019-09,MMF,Debt Securities,Other Euro Area,CI,Euro,Long-Term,1944.00
2019-09,CI,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,14.00
2019-09,PF,Debt Securities,United States,NFC,Euro,Short-Term,11.00
2019-09,OFI,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,3305.00
2019-09,CI,Debt Securities,Other Euro Area,NFC,Non-Euro,Short-Term,121.00
2019-09,IF,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,14697.00
2019-09,OFI,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,926.00
2019-09,PF,Debt Securities,United States,CI,Non-Euro,Long-Term,14.00
2019-09,IF,Listed Shares,Rest of World,OFI,Non-Euro,N/A,33671.00
2019-09,MMF,Debt Securities,Other Euro Area,GOV,Non-Euro,Short-Term,6642.00
2019-09,IC,Listed Shares,Rest of World,CI,Non-Euro,N/A,997.00
2019-09,CI,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,1538.00
2019-09,CI,Listed Shares,Ireland,NFC,Non-Euro,N/A,15.00
2019-09,IC,Listed Shares,Ireland,OFI,Non-Euro,N/A,20.00
2019-09,MMF,Debt Securities,United States,OFI,Euro,Long-Term,237.00
2019-09,IC,Listed Shares,Other Euro Area,OFI,Euro,N/A,1284.00
2019-09,IC,MMF Shares,Ireland,MMF,Non-Euro,N/A,889.00
2019-09,OFI,Debt Securities,United States,NFC,Euro,Long-Term,6541.00
2019-09,HH,Debt Securities,Other Euro Area,CI,Euro,Long-Term,22.00
2019-09,IF,Debt Securities,Ireland,NFC,Euro,Long-Term,636.00
2019-09,MMF,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,66337.00
2019-09,PF,MMF Shares,Ireland,MMF,Euro,N/A,999.00
2019-09,MMF,Debt Securities,Rest of World,GOV,Euro,Short-Term,139.00
2019-09,IF,MMF Shares,Ireland,MMF,Euro,N/A,4521.00
2019-09,IC,Listed Shares,Rest of World,OFI,Non-Euro,N/A,1409.00
2019-09,OFI,Debt Securities,Ireland,NFC,Euro,Long-Term,1531.00
2019-09,CI,Debt Securities,Other Euro Area,CI,Euro,Long-Term,9222.00
2019-09,CI,Debt Securities,United Kingdom,OFI,Euro,Long-Term,320.00
2019-09,MMF,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,5970.00
2019-09,IC,IF Shares,United States,IF,Euro,N/A,401.00
2019-09,IC,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,139.00
2019-09,CI,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,489.00
2019-09,OFI,Debt Securities,Other Euro Area,CI,Euro,Long-Term,1261.00
2019-09,OFI,Debt Securities,United Kingdom,CI,Euro,Long-Term,663.00
2019-09,OFI,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,23.00
2019-09,NFC,IF Shares,Ireland,IF,Non-Euro,N/A,12.00
2019-09,IC,IF Shares,United Kingdom,IF,Non-Euro,N/A,28254.00
2019-09,MMF,Debt Securities,Ireland,CI,Non-Euro,Short-Term,522.00
2019-09,PF,Listed Shares,United States,CI,Euro,N/A,41.00
2019-09,FVC,Debt Securities,United Kingdom,OFI,Euro,Long-Term,9301.00
2019-09,CI,Listed Shares,Rest of World,NFC,Non-Euro,N/A,-201.00
2019-09,OFI,Debt Securities,United States,CI,Non-Euro,Long-Term,47.00
2019-09,IF,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,91573.00
2019-09,IF,Listed Shares,Other Euro Area,OFI,Euro,N/A,19056.00
2019-09,PF,IF Shares,Ireland,IF,Non-Euro,N/A,862.00
2019-09,FVC,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,51.00
2019-09,FVC,Debt Securities,Rest of World,CI,Euro,Long-Term,952.00
2019-09,MMF,Debt Securities,United Kingdom,OFI,Euro,Short-Term,163.00
2019-09,IF,IF Shares,United Kingdom,IF,Non-Euro,N/A,12124.00
2019-09,IC,Debt Securities,United States,GOV,Non-Euro,Long-Term,3669.00
2019-09,IC,Listed Shares,Rest of World,OFI,Euro,N/A,32.00
2019-09,IC,MMF Shares,Other Euro Area,MMF,Non-Euro,N/A,736.00
2019-09,MMF,Debt Securities,United States,GOV,Non-Euro,Short-Term,18583.00
2019-09,IC,Listed Shares,Ireland,OFI,Euro,N/A,286.00
2019-09,MMF,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,983.00
2019-09,IC,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,14.00
2019-09,OFI,Listed Shares,United States,OFI,Non-Euro,N/A,22.00
2019-09,OFI,IF Shares,Other Euro Area,IF,Euro,N/A,1709.00
2019-09,IF,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,66795.00
2019-09,IF,Listed Shares,Rest of World,OFI,Euro,N/A,104.00
2019-09,IF,Listed Shares,United States,OFI,Euro,N/A,177.00
2019-09,FVC,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,213.00
2019-09,IF,Debt Securities,Other Euro Area,OFI,Euro,Short-Term,269.00
2019-09,IF,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,26897.00
2019-09,OFI,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,447.00
2019-09,MMF,Debt Securities,United States,NFC,Non-Euro,Short-Term,104.00
2019-09,NFC,Listed Shares,Rest of World,NFC,Non-Euro,N/A,21.00
2019-09,CI,Listed Shares,Ireland,NFC,Euro,N/A,159.00
2019-09,IF,Listed Shares,Other Euro Area,OFI,Non-Euro,N/A,981.00
2019-09,CI,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,1356.00
2019-09,PF,Listed Shares,Rest of World,OFI,Non-Euro,N/A,61.00
2019-09,IF,Debt Securities,United States,NFC,Euro,Long-Term,17687.00
2019-09,FVC,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,613.00
2019-09,OFI,IF Shares,United States,IF,Euro,N/A,225.00
2019-09,PF,IF Shares,United States,IF,Euro,N/A,188.00
2019-09,CI,IF Shares,United States,IF,Non-Euro,N/A,286.00
2019-09,CI,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,280.00
2019-09,IC,Debt Securities,United States,NFC,Euro,Long-Term,2439.00
2019-09,OFI,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,189.00
2019-09,MMF,Debt Securities,Rest of World,OFI,Euro,Long-Term,234.00
2019-09,IC,Debt Securities,United Kingdom,CI,Euro,Long-Term,1125.00
2019-09,PF,Debt Securities,Other Euro Area,CI,Euro,Long-Term,135.00
2019-09,HH,Listed Shares,United States,OFI,Non-Euro,N/A,185.00
2019-09,CI,Debt Securities,United Kingdom,NFC,Euro,Long-Term,40.00
2019-09,NFC,Listed Shares,United States,NFC,Non-Euro,N/A,32.00
2019-09,CI,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,306.00
2019-09,FVC,Debt Securities,Ireland,NFC,Euro,Long-Term,2211.00
2019-09,IC,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,610.00
2019-09,MMF,Debt Securities,Other Euro Area,NFC,Euro,Short-Term,1759.00
2019-09,CI,IF Shares,Ireland,IF,Non-Euro,N/A,46.00
2019-09,HH,Listed Shares,United Kingdom,CI,Non-Euro,N/A,12.00
2019-09,HH,Listed Shares,Rest of World,OFI,Non-Euro,N/A,58.00
2019-09,OFI,IF Shares,Rest of World,IF,Euro,N/A,811.00
2019-09,IC,Debt Securities,Ireland,NFC,Euro,Long-Term,45.00
2019-09,PF,IF Shares,Other Euro Area,IF,Euro,N/A,2982.00
2019-09,IF,Debt Securities,United Kingdom,GOV,Non-Euro,Short-Term,3810.00
2019-09,IF,Debt Securities,Rest of World,CI,Non-Euro,Short-Term,1598.00
2019-09,PF,IF Shares,Rest of World,IF,Euro,N/A,421.00
2019-09,IC,Debt Securities,United Kingdom,GOV,Non-Euro,Short-Term,149.00
2019-09,PF,IF Shares,Ireland,IF,Euro,N/A,20317.00
2019-09,IC,Debt Securities,Ireland,GOV,Euro,Long-Term,3139.00
2019-09,CI,Debt Securities,Ireland,GOV,Euro,Short-Term,100.00
2019-09,HH,IF Shares,Ireland,IF,Euro,N/A,736.00
2019-09,PF,Debt Securities,United Kingdom,GOV,Euro,Long-Term,52.00
2019-09,CI,Debt Securities,Rest of World,OFI,Euro,Long-Term,35.00
2019-09,IC,Listed Shares,Other Euro Area,OFI,Non-Euro,N/A,45.00
2019-09,MMF,Debt Securities,United States,GOV,Euro,Short-Term,63.00
2019-09,OFI,IF Shares,Other Euro Area,IF,Non-Euro,N/A,219.00
2019-09,MMF,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,1642.00
2019-09,IF,Debt Securities,United States,OFI,Non-Euro,Short-Term,324.00
2019-09,IC,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,2648.00
2019-09,FVC,Debt Securities,Other Euro Area,CI,Euro,Long-Term,4170.00
2019-09,CI,Listed Shares,United States,NFC,Non-Euro,N/A,55.00
2019-09,MMF,Debt Securities,United Kingdom,OFI,Non-Euro,Short-Term,2135.00
2019-09,CI,Debt Securities,United States,OFI,Non-Euro,Long-Term,453.00
2019-09,OFI,Debt Securities,United Kingdom,OFI,Euro,Long-Term,2258.00
2019-09,IF,MMF Shares,Other Euro Area,MMF,Non-Euro,N/A,3918.00
2019-09,CI,Listed Shares,Rest of World,NFC,Euro,N/A,-16.00
2019-09,IC,Debt Securities,United States,NFC,Non-Euro,Long-Term,4412.00
2019-09,MMF,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,27973.00
2019-09,MMF,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,552.00
2019-09,IF,Debt Securities,United States,OFI,Euro,Short-Term,160.00
2019-09,OFI,Debt Securities,Rest of World,CI,Euro,Long-Term,75.00
2019-09,MMF,Debt Securities,Rest of World,NFC,Euro,Short-Term,14.00
2019-09,CI,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,1675.00
2019-09,PF,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,70.00
2019-09,IF,Listed Shares,Ireland,OFI,Euro,N/A,2768.00
2019-09,MMF,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,703.00
2019-09,PF,Debt Securities,Rest of World,CI,Euro,Long-Term,158.00
2019-09,PF,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,23.00
2019-09,CI,Debt Securities,United States,OFI,Euro,Long-Term,43.00
2019-09,PF,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,13.00
2019-09,IF,MMF Shares,Ireland,MMF,Non-Euro,N/A,33362.00
2019-09,IF,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,2691.00
2019-09,FVC,Debt Securities,United States,CI,Euro,Long-Term,561.00
2019-09,IF,Listed Shares,Ireland,OFI,Non-Euro,N/A,782.00
2019-09,OFI,Debt Securities,United States,NFC,Non-Euro,Long-Term,1435.00
2019-09,IC,Listed Shares,United States,OFI,Euro,N/A,346.00
2019-09,CI,Debt Securities,United States,NFC,Euro,Short-Term,99.00
2019-09,IF,Debt Securities,United States,GOV,Non-Euro,Long-Term,82928.00
2019-09,CI,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,98.00
2019-09,IF,Listed Shares,United States,CI,Non-Euro,N/A,10122.00
2019-09,HH,IF Shares,Other Euro Area,IF,Euro,N/A,517.00
2019-09,HH,IF Shares,Rest of World,IF,Euro,N/A,10.00
2019-09,IF,Debt Securities,Ireland,OFI,Euro,Short-Term,140.00
2019-09,OFI,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,135.00
2019-09,FVC,Debt Securities,Ireland,NFC,Non-Euro,Long-Term,77.00
2019-09,IF,Debt Securities,United Kingdom,NFC,Euro,Short-Term,67.00
2019-09,IF,Debt Securities,United Kingdom,CI,Euro,Long-Term,4085.00
2019-06,CI,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,234.00
2019-06,IF,Debt Securities,Ireland,NFC,Non-Euro,Long-Term,63.00
2019-06,IF,IF Shares,Ireland,IF,Euro,N/A,67349.00
2019-06,IC,Debt Securities,United States,NFC,Euro,Short-Term,25.00
2019-06,MMF,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,745.00
2019-06,IF,Debt Securities,Rest of World,OFI,Euro,Short-Term,89.00
2019-06,IF,Debt Securities,United States,CI,Euro,Short-Term,1620.00
2019-06,IF,Debt Securities,Ireland,OFI,Euro,Long-Term,14113.00
2019-06,MMF,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,2077.00
2019-06,HH,Listed Shares,United States,CI,Non-Euro,N/A,17.00
2019-06,IF,Debt Securities,Other Euro Area,OFI,Euro,Short-Term,261.00
2019-06,IC,Listed Shares,United States,NFC,Non-Euro,N/A,15023.00
2019-06,IF,Listed Shares,Ireland,NFC,Euro,N/A,4252.00
2019-06,FVC,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,10978.00
2019-06,IF,Listed Shares,United States,NFC,Non-Euro,N/A,295077.00
2019-06,IF,Debt Securities,Rest of World,CI,Euro,Short-Term,221.00
2019-06,HH,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,25.00
2019-06,PF,Listed Shares,Rest of World,CI,Non-Euro,N/A,57.00
2019-06,IF,IF Shares,Rest of World,IF,Non-Euro,N/A,5249.00
2019-06,OFI,IF Shares,Ireland,IF,Non-Euro,N/A,240.00
2019-06,IF,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,30743.00
2019-06,HH,Listed Shares,Ireland,NFC,Non-Euro,N/A,50.00
2019-06,CI,Debt Securities,Rest of World,NFC,Euro,Long-Term,25.00
2019-06,IC,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,2418.00
2019-06,IF,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,6318.00
2019-06,HH,Listed Shares,Other Euro Area,CI,Euro,N/A,11.00
2019-06,PF,Debt Securities,Ireland,NFC,Euro,Long-Term,63.00
2019-06,IF,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,4220.00
2019-06,IC,IF Shares,Ireland,IF,Euro,N/A,29646.00
2019-06,IF,Debt Securities,United States,GOV,Non-Euro,Short-Term,20384.00
2019-06,HH,IF Shares,Other Euro Area,IF,Non-Euro,N/A,102.00
2019-06,PF,Listed Shares,Ireland,NFC,Euro,N/A,328.00
2019-06,PF,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,16.00
2019-06,CI,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,824.00
2019-06,PF,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,26.00
2019-06,MMF,Debt Securities,Other Euro Area,CI,Euro,Short-Term,21421.00
2019-06,FVC,Debt Securities,United States,GOV,Non-Euro,Short-Term,12.00
2019-06,HH,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,179.00
2019-06,HH,Listed Shares,Ireland,CI,Non-Euro,N/A,12.00
2019-06,FVC,Debt Securities,United Kingdom,NFC,Euro,Long-Term,7876.00
2019-06,IF,Debt Securities,United Kingdom,OFI,Euro,Short-Term,193.00
2019-06,OFI,Debt Securities,Other Euro Area,NFC,Euro,Short-Term,73.00
2019-06,IC,Debt Securities,Rest of World,OFI,Euro,Short-Term,23.00
2019-06,IF,Debt Securities,United States,CI,Non-Euro,Short-Term,1325.00
2019-06,OFI,IF Shares,Other Euro Area,IF,Euro,N/A,1627.00
2019-06,PF,Debt Securities,United States,OFI,Non-Euro,Long-Term,56.00
2019-06,IF,Debt Securities,United States,OFI,Non-Euro,Short-Term,145.00
2019-06,MMF,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,514.00
2019-06,IC,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,299.00
2019-06,MMF,Debt Securities,Ireland,CI,Euro,Short-Term,114.00
2019-06,PF,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,3550.00
2019-06,MMF,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,1370.00
2019-06,MMF,Debt Securities,Rest of World,CI,Euro,Short-Term,10670.00
2019-06,HH,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,210.00
2019-06,FVC,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,901.00
2019-06,HH,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,11.00
2019-06,OFI,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,289.00
2019-06,CI,Listed Shares,Rest of World,CI,Non-Euro,N/A,-14.00
2019-06,HH,Debt Securities,Ireland,OFI,Euro,Long-Term,33.00
2019-06,OFI,IF Shares,United Kingdom,IF,Euro,N/A,371.00
2019-06,IC,IF Shares,Rest of World,IF,Euro,N/A,1465.00
2019-06,IF,Debt Securities,Other Euro Area,CI,Euro,Long-Term,25900.00
2019-06,HH,Listed Shares,United States,NFC,Non-Euro,N/A,950.00
2019-06,CI,Debt Securities,United Kingdom,CI,Non-Euro,Short-Term,26.00
2019-06,FVC,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,1079.00
2019-06,IC,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,967.00
2019-06,IC,Listed Shares,Other Euro Area,OFI,Euro,N/A,1276.00
2019-06,IC,Debt Securities,United States,CI,Non-Euro,Long-Term,1066.00
2019-06,IC,IF Shares,Other Euro Area,IF,Non-Euro,N/A,8932.00
2019-06,IF,IF Shares,Other Euro Area,IF,Euro,N/A,12923.00
2019-06,OFI,IF Shares,Rest of World,IF,Non-Euro,N/A,60.00
2019-06,IC,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,4532.00
2019-06,IF,Debt Securities,Other Euro Area,GOV,Non-Euro,Short-Term,23.00
2019-06,IF,Debt Securities,Ireland,GOV,Euro,Long-Term,592.00
2019-06,IC,MMF Shares,Other Euro Area,MMF,Euro,N/A,5942.00
2019-06,FVC,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,352.00
2019-06,OFI,Debt Securities,Ireland,NFC,Euro,Short-Term,82.00
2019-06,CI,MMF Shares,Other Euro Area,MMF,Non-Euro,N/A,26.00
2019-06,OFI,Debt Securities,United States,GOV,Non-Euro,Short-Term,38.00
2019-06,MMF,Debt Securities,Ireland,OFI,Euro,Short-Term,1651.00
2019-06,HH,Debt Securities,Ireland,NFC,Euro,Long-Term,74.00
2019-06,MMF,Debt Securities,United Kingdom,GOV,Non-Euro,Short-Term,5761.00
2019-06,IC,Debt Securities,Rest of World,CI,Euro,Long-Term,1787.00
2019-06,IF,Debt Securities,Ireland,CI,Euro,Long-Term,541.00
2019-06,OFI,Debt Securities,Ireland,OFI,Euro,Long-Term,5926.00
2019-06,IF,Debt Securities,Ireland,GOV,Euro,Short-Term,10.00
2019-06,MMF,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,95.00
2019-06,CI,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,3115.00
2019-06,OFI,Debt Securities,United Kingdom,NFC,Euro,Long-Term,5220.00
2019-06,OFI,IF Shares,Other Euro Area,IF,Non-Euro,N/A,196.00
2019-06,IF,Debt Securities,Rest of World,NFC,Euro,Short-Term,49.00
2019-06,IF,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,18442.00
2019-06,IF,Debt Securities,United Kingdom,NFC,Euro,Long-Term,4146.00
2019-06,IC,Debt Securities,Ireland,CI,Euro,Long-Term,105.00
2019-06,HH,Listed Shares,Rest of World,NFC,Non-Euro,N/A,365.00
2019-06,IF,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,86170.00
2019-06,IF,Debt Securities,United States,CI,Non-Euro,Long-Term,12243.00
2019-06,FVC,Debt Securities,United States,OFI,Non-Euro,Long-Term,1813.00
2019-06,IF,Debt Securities,Rest of World,GOV,Euro,Short-Term,200.00
2019-06,PF,Listed Shares,Other Euro Area,CI,Euro,N/A,66.00
2019-06,OFI,Debt Securities,Rest of World,OFI,Euro,Long-Term,2201.00
2019-06,IC,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,3193.00
2019-06,IF,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,263346.00
2019-06,OFI,IF Shares,United States,IF,Euro,N/A,218.00
2019-06,IF,Debt Securities,United Kingdom,CI,Non-Euro,Short-Term,1680.00
2019-06,MMF,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,23.00
2019-06,MMF,Debt Securities,United States,NFC,Non-Euro,Long-Term,3973.00
2019-06,OFI,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,6042.00
2019-06,CI,MMF Shares,Ireland,MMF,Non-Euro,N/A,132.00
2019-06,NFC,IF Shares,United Kingdom,IF,Non-Euro,N/A,32.00
2019-06,MMF,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,156.00
2019-06,IC,IF Shares,Other Euro Area,IF,Euro,N/A,71495.00
2019-06,IC,Debt Securities,Other Euro Area,CI,Euro,Long-Term,5011.00
2019-06,CI,Debt Securities,Rest of World,CI,Non-Euro,Short-Term,41.00
2019-06,MMF,Debt Securities,United Kingdom,NFC,Euro,Short-Term,115.00
